ORDERDATE,PRICE,SALES,CITY,COUNTRY,PRODUCTLINE,CUSTOMERNAME,DEALSIZE,OCCUPATION,ANNUAL_INCOME,MONTH
2020-12-13,497.95,1991.81,San Antonio,USA,Toys,Customer_2173,Medium,Engineer,143216.05,12
2020-12-14,691.16,7484.98,Houston,Mexico,Home & Garden,Customer_2174,Large,Lawyer,147590.62,12
2020-12-15,655.47,1051.43,Chicago,Germany,Food & Beverage,Customer_2175,Medium,Entrepreneur,331215.11,12
2020-12-16,605.12,567.13,Los Angeles,Mexico,Automotive,Customer_2176,Large,Engineer,130183.68,12
2020-12-17,925.57,7979.13,San Diego,Germany,Jewelry,Customer_2177,Small,Manager,171910.29,12
2020-12-18,236.24,202.7,Phoenix,Mexico,Electronics,Customer_2178,Large,Student,22789.2,12
2020-12-19,498.78,1400.29,San Jose,Mexico,Sports,Customer_2179,Small,Doctor,271590.39,12
2020-12-20,885.15,7803.46,Dallas,Canada,Beauty,Customer_2180,Small,Doctor,178275.62,12
2020-12-21,87.11,766.19,Phoenix,UK,Clothing,Customer_2181,Large,Manager,185530.12,12
2020-12-22,65.33,223.63,San Jose,Mexico,Home & Garden,Customer_2182,Small,Artist,34413.63,12
2020-12-23,240.97,607.15,New York,UK,Automotive,Customer_2183,Large,Student,19203.25,12
2020-12-24,636.69,1324.84,San Jose,Germany,Sports,Customer_2184,Large,Lawyer,89030.51,12
2020-12-25,267.28,1060.9,Phoenix,Canada,Automotive,Customer_2185,Small,Manager,173425.64,12
2020-12-26,198.34,1501.02,Phoenix,Canada,Jewelry,Customer_2186,Small,Doctor,183411.05,12
2020-12-27,464.21,2547.34,San Diego,USA,Jewelry,Customer_2187,Small,Doctor,145823.32,12
2020-12-28,617.46,3696.68,Philadelphia,UK,Electronics,Customer_2188,Small,Doctor,146358.06,12
2020-12-29,256.07,104.49,Phoenix,Canada,Food & Beverage,Customer_2189,Small,Salesperson,93098.0,12
2020-12-30,307.68,2310.53,San Diego,Germany,Toys,Customer_2190,Medium,Manager,178409.16,12
2020-01-01,617.42,3332.31,New York,USA,Clothing,Customer_2191,Medium,Teacher,62141.24,1
2020-01-02,946.28,12879.43,Phoenix,Canada,Food & Beverage,Customer_2192,Medium,Lawyer,184738.84,1
2020-01-03,677.99,7779.05,Chicago,Germany,Books,Customer_2193,Medium,Doctor,194865.11,1
2020-01-04,785.08,4675.79,Phoenix,UK,Home & Garden,Customer_2194,Medium,Engineer,95249.99,1
2020-01-05,373.14,3328.49,Chicago,Germany,Toys,Customer_2195,Large,Manager,189011.99,1
2020-01-06,279.53,166.18,Houston,Germany,Books,Customer_2196,Small,Salesperson,38792.89,1
2020-01-07,459.73,4595.3,Dallas,Germany,Electronics,Customer_2197,Medium,Manager,124398.08,1
2020-01-08,809.06,7783.49,Los Angeles,Mexico,Jewelry,Customer_2198,Large,Lawyer,138575.52,1
2020-01-09,461.74,2447.44,San Jose,Canada,Electronics,Customer_2199,Large,Salesperson,64870.55,1
2020-01-10,848.26,8591.53,New York,Germany,Toys,Customer_2200,Medium,Lawyer,157797.42,1
2020-01-11,988.88,10083.76,Houston,USA,Home & Garden,Customer_2201,Medium,Manager,137455.64,1
2020-01-12,81.31,330.13,San Diego,Mexico,Food & Beverage,Customer_2202,Medium,Teacher,45596.76,1
2020-01-13,54.96,501.39,Phoenix,Germany,Beauty,Customer_2203,Medium,Lawyer,167234.06,1
2020-01-14,158.09,1006.88,Dallas,Germany,Automotive,Customer_2204,Large,Salesperson,46969.32,1
2020-01-15,390.53,1739.44,San Jose,Canada,Books,Customer_2205,Small,Salesperson,42903.19,1
2020-01-16,139.73,436.49,Chicago,Mexico,Food & Beverage,Customer_2206,Small,Lawyer,91021.82,1
2020-01-17,871.96,6554.54,Dallas,Germany,Electronics,Customer_2207,Large,Accountant,103385.68,1
2020-01-18,32.91,74.58,New York,Germany,Clothing,Customer_2208,Medium,Manager,125567.45,1
2020-01-19,322.63,2071.32,Los Angeles,UK,Beauty,Customer_2209,Small,Accountant,93865.06,1
2020-01-20,192.85,1277.07,Dallas,USA,Jewelry,Customer_2210,Medium,Artist,63655.6,1
2020-01-21,932.22,10288.04,Dallas,USA,Automotive,Customer_2211,Small,Manager,158311.17,1
2020-01-22,672.79,2474.05,San Jose,Canada,Food & Beverage,Customer_2212,Small,Lawyer,159985.12,1
2020-01-23,912.91,1218.52,Phoenix,Mexico,Jewelry,Customer_2213,Small,Student,20818.48,1
2020-01-24,972.61,10921.28,San Jose,Germany,Clothing,Customer_2214,Large,Lawyer,143913.18,1
2020-01-25,502.13,1643.49,Houston,Mexico,Clothing,Customer_2215,Medium,Accountant,94803.42,1
2020-01-26,241.98,646.56,Dallas,Canada,Food & Beverage,Customer_2216,Small,Teacher,59791.77,1
2020-01-27,201.79,2055.12,San Jose,UK,Food & Beverage,Customer_2217,Small,Lawyer,224352.48,1
2020-01-28,230.69,1574.13,Los Angeles,Canada,Toys,Customer_2218,Small,Lawyer,228699.34,1
2020-01-29,711.51,2043.83,Chicago,USA,Jewelry,Customer_2219,Medium,Teacher,46822.42,1
2020-01-30,50.04,169.14,San Diego,UK,Sports,Customer_2220,Small,Lawyer,103159.72,1
2020-01-31,60.85,557.44,New York,Germany,Toys,Customer_2221,Large,Doctor,226080.19,1
2020-02-01,612.06,593.83,Los Angeles,Canada,Beauty,Customer_2222,Small,Student,19518.39,2
2020-02-02,645.64,3860.3,Phoenix,Mexico,Home & Garden,Customer_2223,Small,Engineer,61671.36,2
2020-02-03,668.61,2375.64,San Antonio,Mexico,Jewelry,Customer_2224,Large,Student,28329.64,2
2020-02-04,378.16,3800.38,San Jose,USA,Electronics,Customer_2225,Medium,Lawyer,118573.13,2
2020-02-05,807.89,11500.86,Dallas,USA,Beauty,Customer_2226,Medium,Doctor,285856.13,2
2020-02-06,538.29,4901.92,Chicago,USA,Automotive,Customer_2227,Small,Manager,163266.48,2
2020-02-07,114.41,817.2,Houston,USA,Clothing,Customer_2228,Medium,Lawyer,209651.09,2
2020-02-08,799.13,1049.61,San Jose,Germany,Home & Garden,Customer_2229,Large,Accountant,64102.3,2
2020-02-09,953.54,8505.6,New York,UK,Books,Customer_2230,Medium,Doctor,146838.89,2
2020-02-10,69.44,454.46,New York,USA,Books,Customer_2231,Small,Teacher,60850.71,2
2020-02-11,397.44,3410.51,New York,Canada,Toys,Customer_2232,Large,Doctor,134419.97,2
2020-02-12,492.64,2627.13,Houston,Germany,Food & Beverage,Customer_2233,Small,Teacher,52217.27,2
2020-02-13,155.01,614.84,Dallas,UK,Automotive,Customer_2234,Large,Artist,39287.75,2
2020-02-14,869.03,2022.32,San Diego,Germany,Food & Beverage,Customer_2235,Large,Engineer,74366.69,2
2020-02-15,291.31,1006.15,Houston,Mexico,Beauty,Customer_2236,Small,Entrepreneur,142332.28,2
2020-02-16,785.18,8557.6,San Diego,Germany,Clothing,Customer_2237,Small,Doctor,257710.37,2
2020-02-17,674.28,2732.31,San Antonio,Germany,Jewelry,Customer_2238,Medium,Salesperson,41703.71,2
2020-02-18,602.07,1841.3,Philadelphia,Mexico,Home & Garden,Customer_2239,Medium,Accountant,51992.02,2
2020-02-19,200.22,1663.59,San Jose,Mexico,Clothing,Customer_2240,Small,Lawyer,186990.34,2
2020-02-20,228.5,1411.5,Los Angeles,Mexico,Books,Customer_2241,Small,Accountant,118318.82,2
2020-02-21,56.87,269.42,Chicago,Germany,Jewelry,Customer_2242,Medium,Student,19968.21,2
2020-02-22,248.31,1899.39,Houston,Mexico,Electronics,Customer_2243,Small,Entrepreneur,103395.07,2
2020-02-23,351.99,1589.2,San Antonio,USA,Automotive,Customer_2244,Large,Student,23555.81,2
2020-02-24,834.81,7613.65,San Diego,Canada,Sports,Customer_2245,Medium,Artist,74381.25,2
2020-02-25,372.73,4210.23,San Diego,Canada,Sports,Customer_2246,Medium,Entrepreneur,402827.8,2
2020-02-26,757.08,14002.85,Houston,Mexico,Automotive,Customer_2247,Large,Entrepreneur,330132.14,2
2020-02-27,445.05,2139.3,Dallas,UK,Beauty,Customer_2248,Large,Student,19725.85,2
2020-02-28,787.02,774.09,San Diego,Germany,Beauty,Customer_2249,Small,Teacher,61675.21,2
2020-02-29,976.51,2993.2,Phoenix,Canada,Jewelry,Customer_2250,Small,Student,16368.67,2
2020-03-01,247.44,1493.57,Chicago,USA,Beauty,Customer_2251,Large,Accountant,97526.18,3
2020-03-02,863.72,3945.83,Los Angeles,UK,Clothing,Customer_2252,Large,Teacher,69003.84,3
2020-03-03,625.61,5464.68,Dallas,UK,Food & Beverage,Customer_2253,Medium,Accountant,117552.21,3
2020-03-04,819.12,1990.37,New York,USA,Food & Beverage,Customer_2254,Medium,Artist,35623.84,3
2020-03-05,655.07,768.52,San Antonio,Germany,Home & Garden,Customer_2255,Medium,Lawyer,83137.59,3
2020-03-06,429.71,1388.83,San Antonio,Germany,Sports,Customer_2256,Small,Manager,140929.1,3
2020-03-07,235.79,1449.52,New York,Mexico,Toys,Customer_2257,Medium,Teacher,68271.62,3
2020-03-08,79.33,732.26,San Antonio,USA,Food & Beverage,Customer_2258,Large,Artist,67424.45,3
2020-03-09,540.16,2178.6,New York,USA,Clothing,Customer_2259,Medium,Salesperson,43561.73,3
2020-03-10,990.42,7157.32,Los Angeles,USA,Jewelry,Customer_2260,Large,Artist,35705.17,3
2020-03-11,740.66,1083.0,Dallas,Mexico,Clothing,Customer_2261,Large,Student,22688.86,3
2020-03-12,334.07,1143.82,San Diego,Canada,Clothing,Customer_2262,Small,Student,19959.01,3
2020-03-13,828.93,6838.0,Dallas,Germany,Sports,Customer_2263,Small,Manager,181866.49,3
2020-03-14,771.29,2658.6,Dallas,Mexico,Toys,Customer_2264,Medium,Artist,48425.61,3
2020-03-15,288.82,2943.41,Houston,Mexico,Toys,Customer_2265,Medium,Engineer,131962.08,3
2020-03-16,24.16,356.63,Phoenix,Mexico,Books,Customer_2266,Medium,Lawyer,178705.36,3
2020-03-17,126.98,511.11,San Jose,USA,Home & Garden,Customer_2267,Small,Student,26596.35,3
2020-03-18,878.53,1472.3,San Antonio,Mexico,Food & Beverage,Customer_2268,Large,Manager,113247.49,3
2020-03-19,838.2,14449.03,Philadelphia,Canada,Food & Beverage,Customer_2269,Large,Lawyer,221340.83,3
2020-03-20,302.26,483.22,Dallas,UK,Toys,Customer_2270,Small,Artist,36474.34,3
2020-03-21,292.34,317.7,Los Angeles,Mexico,Electronics,Customer_2271,Medium,Artist,52765.93,3
2020-03-22,794.94,3148.15,San Diego,Canada,Jewelry,Customer_2272,Small,Entrepreneur,146303.2,3
2020-03-23,938.36,4007.57,Los Angeles,USA,Toys,Customer_2273,Large,Manager,131818.45,3
2020-03-24,781.35,1875.1,Los Angeles,UK,Electronics,Customer_2274,Small,Student,19772.63,3
2020-03-25,609.52,2364.48,Chicago,Germany,Sports,Customer_2275,Small,Engineer,84003.31,3
2020-03-26,250.24,493.21,Houston,Germany,Toys,Customer_2276,Large,Artist,78019.1,3
2020-03-27,530.49,4109.82,Philadelphia,USA,Food & Beverage,Customer_2277,Small,Engineer,74406.67,3
2020-03-28,241.18,928.21,Philadelphia,USA,Automotive,Customer_2278,Small,Artist,67239.55,3
2020-03-29,809.93,1220.28,Los Angeles,Germany,Beauty,Customer_2279,Small,Student,29762.47,3
2020-03-30,393.09,3212.57,Philadelphia,USA,Toys,Customer_2280,Medium,Lawyer,83383.25,3
2020-03-31,835.36,6968.28,San Diego,Germany,Food & Beverage,Customer_2281,Large,Doctor,239805.48,3
2020-04-01,387.79,1191.95,Phoenix,USA,Home & Garden,Customer_2282,Medium,Lawyer,122995.01,4
2020-04-02,825.91,2869.06,New York,Germany,Jewelry,Customer_2283,Large,Artist,22429.27,4
2020-04-03,339.98,458.37,San Diego,Canada,Food & Beverage,Customer_2284,Large,Accountant,78202.27,4
2020-04-04,445.73,7517.67,Philadelphia,USA,Jewelry,Customer_2285,Large,Doctor,287043.56,4
2020-04-05,619.33,4418.01,Los Angeles,Germany,Electronics,Customer_2286,Small,Doctor,102353.02,4
2020-04-06,79.58,121.71,San Antonio,USA,Books,Customer_2287,Medium,Engineer,112909.71,4
2020-04-07,948.72,10914.66,San Diego,Germany,Electronics,Customer_2288,Large,Manager,135181.54,4
2020-04-08,577.87,2282.61,Los Angeles,Germany,Automotive,Customer_2289,Medium,Engineer,138604.57,4
2020-04-09,512.74,1156.99,New York,UK,Books,Customer_2290,Medium,Engineer,67560.15,4
2020-04-10,841.0,7427.53,Philadelphia,USA,Food & Beverage,Customer_2291,Medium,Accountant,97706.82,4
2020-04-11,867.11,2313.93,Philadelphia,Canada,Clothing,Customer_2292,Medium,Lawyer,195618.65,4
2020-04-12,527.04,687.97,San Diego,Mexico,Sports,Customer_2293,Small,Lawyer,193743.6,4
2020-04-13,927.99,3651.4,San Antonio,Mexico,Books,Customer_2294,Small,Salesperson,95963.41,4
2020-04-14,74.09,117.33,San Diego,USA,Jewelry,Customer_2295,Large,Artist,69385.25,4
2020-04-15,122.09,668.11,San Jose,Germany,Books,Customer_2296,Large,Accountant,52938.09,4
2020-04-16,600.82,2566.71,San Jose,Germany,Sports,Customer_2297,Small,Salesperson,62975.8,4
2020-04-17,360.53,639.47,Phoenix,Canada,Automotive,Customer_2298,Large,Student,20969.3,4
2020-04-18,469.58,2510.1,Los Angeles,USA,Clothing,Customer_2299,Small,Artist,38608.83,4
2020-04-19,334.8,659.66,Phoenix,Mexico,Home & Garden,Customer_2300,Medium,Artist,47080.2,4
2020-04-20,410.68,2031.62,Los Angeles,Canada,Home & Garden,Customer_2301,Medium,Entrepreneur,222887.38,4
2020-04-21,824.42,11150.68,Dallas,USA,Sports,Customer_2302,Small,Entrepreneur,244550.25,4
2020-04-22,597.54,5516.92,Phoenix,USA,Toys,Customer_2303,Large,Teacher,79170.47,4
2020-04-23,997.37,5206.55,New York,USA,Beauty,Customer_2304,Large,Teacher,43545.32,4
2020-04-24,789.01,3052.1,Dallas,UK,Sports,Customer_2305,Small,Engineer,143000.78,4
2020-04-25,280.93,872.43,San Jose,Canada,Jewelry,Customer_2306,Small,Student,22203.55,4
2020-04-26,271.7,3156.85,Phoenix,USA,Automotive,Customer_2307,Medium,Doctor,224748.45,4
2020-04-27,342.54,3160.37,New York,Canada,Sports,Customer_2308,Large,Doctor,266036.59,4
2020-04-28,844.83,10312.81,Dallas,Mexico,Books,Customer_2309,Medium,Entrepreneur,212208.36,4
2020-04-29,37.01,720.86,Dallas,USA,Toys,Customer_2310,Small,Entrepreneur,243689.86,4
2020-04-30,237.88,3986.05,San Jose,Germany,Home & Garden,Customer_2311,Large,Entrepreneur,234283.32,4
2020-05-01,905.87,8907.43,San Jose,USA,Sports,Customer_2312,Medium,Accountant,76231.17,5
2020-05-02,643.5,1327.83,Dallas,USA,Automotive,Customer_2313,Large,Manager,190318.81,5
2020-05-03,234.58,955.59,Philadelphia,Canada,Home & Garden,Customer_2314,Large,Teacher,73157.2,5
2020-05-04,226.95,394.51,San Jose,Canada,Food & Beverage,Customer_2315,Small,Accountant,57630.0,5
2020-05-05,863.99,2225.11,San Jose,UK,Books,Customer_2316,Medium,Lawyer,98380.97,5
2020-05-06,894.82,9720.17,Los Angeles,USA,Home & Garden,Customer_2317,Small,Doctor,185573.9,5
2020-05-07,263.57,1188.26,San Antonio,Mexico,Automotive,Customer_2318,Medium,Artist,25919.44,5
2020-05-08,426.31,2734.53,Los Angeles,Canada,Automotive,Customer_2319,Small,Teacher,64763.72,5
2020-05-09,836.25,2835.35,Houston,UK,Beauty,Customer_2320,Small,Salesperson,40058.41,5
2020-05-10,773.3,4455.82,Houston,Germany,Home & Garden,Customer_2321,Small,Lawyer,168803.45,5
2020-05-11,815.78,3251.33,San Jose,Germany,Jewelry,Customer_2322,Medium,Teacher,40288.8,5
2020-05-12,523.21,2823.25,San Antonio,UK,Home & Garden,Customer_2323,Small,Accountant,72161.74,5
2020-05-13,912.43,440.93,Philadelphia,Germany,Sports,Customer_2324,Large,Student,25157.86,5
2020-05-14,332.69,1109.4,San Jose,USA,Sports,Customer_2325,Small,Artist,49042.34,5
2020-05-15,165.11,1139.95,San Antonio,Canada,Books,Customer_2326,Large,Teacher,79130.78,5
2020-05-16,711.65,8245.39,Philadelphia,Mexico,Electronics,Customer_2327,Medium,Manager,183633.49,5
2020-05-17,543.96,2138.64,New York,Germany,Jewelry,Customer_2328,Large,Entrepreneur,211581.85,5
2020-05-18,856.04,7240.06,Houston,USA,Electronics,Customer_2329,Large,Entrepreneur,70468.94,5
2020-05-19,90.35,911.33,Chicago,Canada,Automotive,Customer_2330,Large,Artist,70737.58,5
2020-05-20,845.26,9413.66,San Antonio,USA,Home & Garden,Customer_2331,Large,Accountant,113786.4,5
2020-05-21,300.36,990.21,San Antonio,USA,Jewelry,Customer_2332,Large,Entrepreneur,419282.33,5
2020-05-22,658.31,3132.2,Houston,Canada,Clothing,Customer_2333,Medium,Teacher,45118.0,5
2020-05-23,49.73,109.56,San Antonio,Germany,Toys,Customer_2334,Medium,Salesperson,99854.06,5
2020-05-24,613.49,4460.75,Houston,Germany,Beauty,Customer_2335,Medium,Doctor,151716.84,5
2020-05-25,720.1,7793.34,Dallas,USA,Sports,Customer_2336,Medium,Doctor,244840.98,5
2020-05-26,375.06,4859.42,Chicago,UK,Books,Customer_2337,Medium,Lawyer,234365.93,5
2020-05-27,223.26,603.83,San Jose,Germany,Home & Garden,Customer_2338,Medium,Engineer,81211.84,5
2020-05-28,542.25,352.8,Los Angeles,USA,Clothing,Customer_2339,Small,Student,28623.88,5
2020-05-29,834.86,3703.37,Phoenix,Mexico,Food & Beverage,Customer_2340,Large,Artist,38568.89,5
2020-05-30,330.31,1795.08,Dallas,Mexico,Home & Garden,Customer_2341,Medium,Lawyer,245990.25,5
2020-05-31,259.94,1397.6,Chicago,UK,Home & Garden,Customer_2342,Small,Engineer,85313.4,5
2020-06-01,286.15,3161.89,New York,USA,Automotive,Customer_2343,Medium,Accountant,116740.51,6
2020-06-02,949.64,3062.52,Dallas,Mexico,Jewelry,Customer_2344,Medium,Manager,76960.8,6
2020-06-03,365.68,793.98,Phoenix,Germany,Sports,Customer_2345,Small,Manager,162205.36,6
2020-06-04,13.57,117.6,Los Angeles,USA,Books,Customer_2346,Medium,Student,22981.67,6
2020-06-05,783.86,5248.83,Philadelphia,UK,Toys,Customer_2347,Large,Entrepreneur,265044.68,6
2020-06-06,702.28,3904.35,Chicago,UK,Automotive,Customer_2348,Large,Teacher,48939.77,6
2020-06-07,137.28,696.21,Dallas,Germany,Jewelry,Customer_2349,Small,Lawyer,199951.28,6
2020-06-08,985.06,7917.87,Chicago,Mexico,Electronics,Customer_2350,Medium,Lawyer,112437.61,6
2020-06-09,611.98,3871.04,Los Angeles,Mexico,Beauty,Customer_2351,Large,Artist,53170.51,6
2020-06-10,505.77,1842.44,Chicago,UK,Home & Garden,Customer_2352,Small,Artist,35194.72,6
2020-06-11,388.4,2255.65,Philadelphia,Canada,Sports,Customer_2353,Large,Manager,194230.78,6
2020-06-12,899.69,4805.6,Chicago,UK,Jewelry,Customer_2354,Small,Manager,73722.06,6
2020-06-13,251.52,998.21,Dallas,UK,Books,Customer_2355,Small,Salesperson,43980.98,6
2020-06-14,292.91,1536.54,Dallas,USA,Beauty,Customer_2356,Large,Salesperson,46961.74,6
2020-06-15,131.19,1509.62,Dallas,Germany,Toys,Customer_2357,Medium,Entrepreneur,236330.52,6
2020-06-16,761.53,625.37,Los Angeles,USA,Electronics,Customer_2358,Small,Salesperson,46291.12,6
2020-06-17,599.59,3669.84,San Antonio,UK,Beauty,Customer_2359,Large,Teacher,59653.96,6
2020-06-18,612.98,1594.78,Los Angeles,USA,Sports,Customer_2360,Large,Teacher,74898.62,6
2020-06-19,226.29,1413.96,New York,Mexico,Books,Customer_2361,Large,Lawyer,201050.78,6
2020-06-20,654.66,4760.81,Phoenix,UK,Home & Garden,Customer_2362,Small,Doctor,215992.4,6
2020-06-21,767.8,1203.3,San Diego,Mexico,Sports,Customer_2363,Medium,Teacher,43560.13,6
2020-06-22,364.31,1321.94,Chicago,Mexico,Electronics,Customer_2364,Large,Engineer,122459.29,6
2020-06-23,803.33,2282.2,San Antonio,Germany,Jewelry,Customer_2365,Large,Manager,91633.86,6
2020-06-24,355.3,1010.43,Philadelphia,Mexico,Books,Customer_2366,Small,Artist,67182.04,6
2020-06-25,760.56,862.16,New York,USA,Food & Beverage,Customer_2367,Medium,Salesperson,47503.97,6
2020-06-26,43.39,320.31,San Antonio,USA,Beauty,Customer_2368,Small,Lawyer,150898.28,6
2020-06-27,555.65,1708.2,Chicago,Canada,Toys,Customer_2369,Medium,Student,20257.05,6
2020-06-28,969.83,3052.07,Houston,Germany,Home & Garden,Customer_2370,Small,Artist,71528.83,6
2020-06-29,981.43,1280.59,San Jose,Canada,Home & Garden,Customer_2371,Medium,Engineer,71389.0,6
2020-06-30,288.94,727.44,Los Angeles,Mexico,Beauty,Customer_2372,Large,Salesperson,69595.14,6
2020-07-01,446.99,495.78,New York,UK,Electronics,Customer_2373,Small,Engineer,72785.54,7
2020-07-02,72.35,203.14,Phoenix,USA,Toys,Customer_2374,Medium,Manager,161623.46,7
2020-07-03,874.61,7745.04,Philadelphia,UK,Home & Garden,Customer_2375,Large,Manager,187660.16,7
2020-07-04,572.89,5237.56,Los Angeles,Canada,Books,Customer_2376,Large,Entrepreneur,245573.44,7
2020-07-05,391.25,1765.57,San Jose,Canada,Electronics,Customer_2377,Medium,Lawyer,162975.68,7
2020-07-06,121.64,367.48,Philadelphia,USA,Sports,Customer_2378,Small,Artist,75645.37,7
2020-07-07,947.3,4544.24,Philadelphia,Canada,Home & Garden,Customer_2379,Large,Accountant,86469.4,7
2020-07-08,534.92,1869.16,San Diego,UK,Jewelry,Customer_2380,Medium,Accountant,84131.89,7
2020-07-09,290.1,348.58,San Diego,Canada,Home & Garden,Customer_2381,Small,Artist,54699.75,7
2020-07-10,356.71,953.77,Philadelphia,UK,Automotive,Customer_2382,Large,Student,25338.45,7
2020-07-11,277.99,263.5,San Antonio,Mexico,Clothing,Customer_2383,Medium,Lawyer,98170.17,7
2020-07-12,605.79,6019.71,Houston,Germany,Jewelry,Customer_2384,Large,Engineer,133899.95,7
2020-07-13,930.66,2363.55,Phoenix,USA,Jewelry,Customer_2385,Small,Student,21532.58,7
2020-07-14,858.13,667.26,Philadelphia,Canada,Home & Garden,Customer_2386,Small,Doctor,114469.7,7
2020-07-15,465.78,1647.68,Philadelphia,USA,Electronics,Customer_2387,Large,Artist,67170.96,7
2020-07-16,828.23,5359.07,Chicago,Canada,Clothing,Customer_2388,Small,Engineer,93925.5,7
2020-07-17,428.87,166.93,Dallas,Mexico,Jewelry,Customer_2389,Small,Accountant,57025.72,7
2020-07-18,259.78,289.93,Houston,UK,Jewelry,Customer_2390,Medium,Teacher,65351.16,7
2020-07-19,983.58,12098.94,San Diego,USA,Books,Customer_2391,Large,Entrepreneur,446059.11,7
2020-07-20,310.85,1376.7,Houston,Mexico,Electronics,Customer_2392,Large,Accountant,112142.75,7
2020-07-21,330.49,3539.06,Philadelphia,Mexico,Clothing,Customer_2393,Medium,Lawyer,242802.79,7
2020-07-22,989.8,4721.3,New York,Germany,Food & Beverage,Customer_2394,Small,Manager,182801.71,7
2020-07-23,142.59,797.18,Los Angeles,Mexico,Jewelry,Customer_2395,Large,Teacher,40085.64,7
2020-07-24,762.93,4455.33,Philadelphia,Germany,Jewelry,Customer_2396,Large,Entrepreneur,221108.52,7
2020-07-25,936.45,4867.69,Chicago,Mexico,Toys,Customer_2397,Medium,Entrepreneur,418344.16,7
2020-07-26,516.68,1394.52,San Antonio,UK,Clothing,Customer_2398,Small,Doctor,173250.6,7
2020-07-27,12.5,9.0,New York,Mexico,Electronics,Customer_2399,Medium,Doctor,220309.7,7
2020-07-28,381.31,1958.62,Chicago,UK,Jewelry,Customer_2400,Large,Salesperson,72442.19,7
2020-07-29,120.45,417.97,Chicago,Canada,Beauty,Customer_2401,Small,Accountant,75551.77,7
2020-07-30,422.03,823.0,New York,Mexico,Electronics,Customer_2402,Small,Accountant,113313.17,7
2020-07-31,792.13,1901.1,Houston,Mexico,Jewelry,Customer_2403,Medium,Accountant,85225.98,7
2020-08-01,444.32,735.07,San Diego,Canada,Sports,Customer_2404,Small,Salesperson,62534.89,8
2020-08-02,437.61,1696.0,San Antonio,Germany,Beauty,Customer_2405,Large,Student,29962.71,8
2020-08-03,561.22,6631.46,San Antonio,UK,Beauty,Customer_2406,Large,Entrepreneur,272075.16,8
2020-08-04,585.87,1170.96,Phoenix,Canada,Toys,Customer_2407,Large,Teacher,47135.93,8
2020-08-05,857.73,1649.37,Houston,Canada,Books,Customer_2408,Small,Lawyer,167221.8,8
2020-08-06,315.27,818.3,San Jose,USA,Clothing,Customer_2409,Small,Entrepreneur,416307.53,8
2020-08-07,823.45,1855.54,Philadelphia,Canada,Books,Customer_2410,Large,Doctor,255372.07,8
2020-08-08,570.27,4595.93,Los Angeles,Germany,Electronics,Customer_2411,Medium,Engineer,130972.36,8
2020-08-09,307.52,2720.2,New York,Germany,Books,Customer_2412,Large,Manager,162043.09,8
2020-08-10,302.17,112.81,San Antonio,Germany,Clothing,Customer_2413,Medium,Salesperson,47795.25,8
2020-08-11,367.53,245.53,Houston,UK,Automotive,Customer_2414,Large,Artist,71725.05,8
2020-08-12,626.47,3576.68,San Antonio,UK,Jewelry,Customer_2415,Medium,Engineer,140409.91,8
2020-08-13,238.5,658.34,Philadelphia,Mexico,Food & Beverage,Customer_2416,Medium,Lawyer,113005.96,8
2020-08-14,921.13,848.98,Dallas,Canada,Electronics,Customer_2417,Small,Accountant,59131.89,8
2020-08-15,579.16,3626.31,San Jose,Germany,Electronics,Customer_2418,Medium,Doctor,295120.99,8
2020-08-16,920.82,1011.37,Philadelphia,Canada,Sports,Customer_2419,Small,Doctor,273664.79,8
2020-08-17,55.94,420.19,Chicago,Mexico,Home & Garden,Customer_2420,Large,Doctor,278647.23,8
2020-08-18,349.19,853.55,San Antonio,Mexico,Automotive,Customer_2421,Medium,Accountant,112046.35,8
2020-08-19,32.58,37.5,Dallas,Germany,Automotive,Customer_2422,Medium,Artist,52501.21,8
2020-08-20,279.53,829.8,San Jose,Canada,Books,Customer_2423,Large,Salesperson,75248.12,8
2020-08-21,863.39,2763.07,Philadelphia,Mexico,Sports,Customer_2424,Large,Engineer,109082.66,8
2020-08-22,46.24,8.27,San Antonio,USA,Food & Beverage,Customer_2425,Medium,Accountant,53584.44,8
2020-08-23,441.79,2784.88,San Diego,UK,Automotive,Customer_2426,Medium,Lawyer,206735.52,8
2020-08-24,126.39,336.22,Houston,Canada,Books,Customer_2427,Small,Salesperson,65373.24,8
2020-08-25,422.67,2315.95,Phoenix,Germany,Automotive,Customer_2428,Small,Lawyer,190110.54,8
2020-08-26,840.46,1153.1,Houston,Mexico,Jewelry,Customer_2429,Medium,Salesperson,65184.79,8
2020-08-27,626.84,3034.43,New York,Mexico,Beauty,Customer_2430,Medium,Artist,49508.68,8
2020-08-28,739.39,1365.93,Philadelphia,Mexico,Books,Customer_2431,Large,Manager,92332.58,8
2020-08-29,355.61,2746.14,San Antonio,UK,Clothing,Customer_2432,Large,Lawyer,127381.33,8
2020-08-30,944.95,1351.34,Los Angeles,Canada,Clothing,Customer_2433,Small,Accountant,61119.69,8
2020-08-31,712.17,1308.44,Philadelphia,Mexico,Sports,Customer_2434,Small,Salesperson,43696.64,8
2020-09-01,427.58,2210.16,Los Angeles,UK,Jewelry,Customer_2435,Large,Doctor,294595.48,9
2020-09-02,432.2,1910.18,San Jose,USA,Electronics,Customer_2436,Large,Entrepreneur,118901.05,9
